Date,base,cofix_short,exchange
2023-04-10,3.5,3.4,1319.7
2023-04-11,3.5,3.4,1322.2
2023-04-12,3.5,3.4,1325.7
2023-04-13,3.5,3.4,1310.4
2023-04-14,3.5,3.4,1298.9
2023-04-17,3.5,3.37,1311.1
2023-04-18,3.5,3.37,1318.6
2023-04-19,3.5,3.37,1325.7
2023-04-20,3.5,3.37,1322.8
2023-04-21,3.5,3.37,1328.2
2023-04-24,3.5,3.39,1334.8
2023-04-25,3.5,3.39,1332.2
2023-04-26,3.5,3.39,1336.3
2023-04-27,3.5,3.39,1338.0
2023-04-28,3.5,3.39,1337.7
2023-05-02,3.5,3.46,1342.1
2023-05-03,3.5,3.46,1338.2
2023-05-04,3.5,3.46,1322.8
2023-05-08,3.5,3.46,1321.4
2023-05-09,3.5,3.46,1323.9
2023-05-10,3.5,3.46,1324.8
2023-05-11,3.5,3.46,1326.3
2023-05-12,3.5,3.46,1334.5
2023-05-15,3.5,3.55,1337.0
2023-05-16,3.5,3.55,1338.6
2023-05-17,3.5,3.55,1337.2
2023-05-18,3.5,3.55,1334.2
2023-05-19,3.5,3.55,1326.7
2023-05-22,3.5,3.62,1318.1
2023-05-23,3.5,3.62,1312.7
2023-05-24,3.5,3.62,1317.4
2023-05-25,3.5,3.62,1326.0
2023-05-26,3.5,3.62,1324.5
2023-05-30,3.5,3.64,1324.9
2023-05-31,3.5,3.64,1327.2
2023-06-01,3.5,3.64,1321.6
2023-06-02,3.5,3.64,1305.7
2023-06-05,3.5,3.71,1308.1
2023-06-07,3.5,3.71,1303.8
2023-06-08,3.5,3.71,1303.7
2023-06-09,3.5,3.71,1291.5
2023-06-12,3.5,3.64,1288.3
2023-06-13,3.5,3.64,1271.4
2023-06-14,3.5,3.64,1278.5
2023-06-15,3.5,3.64,1280.5
2023-06-16,3.5,3.64,1271.9
2023-06-19,3.5,3.7,1282.0
2023-06-20,3.5,3.7,1280.3
2023-06-21,3.5,3.7,1292.0
2023-06-22,3.5,3.7,1294.9
2023-06-23,3.5,3.7,1304.2
2023-06-26,3.5,3.69,1306.3
2023-06-27,3.5,3.69,1300.3
2023-06-28,3.5,3.69,1307.3
2023-06-29,3.5,3.69,1317.6
2023-06-30,3.5,3.69,1317.7
2023-07-03,3.5,3.71,1308.0
2023-07-04,3.5,3.71,1301.4
2023-07-05,3.5,3.71,1298.6
2023-07-06,3.5,3.71,1300.9
2023-07-07,3.5,3.71,1305.0
2023-07-10,3.5,3.68,1306.5
2023-07-11,3.5,3.68,1293.7
2023-07-12,3.5,3.68,1288.7
2023-07-13,3.5,3.68,1274.0
2023-07-14,3.5,3.68,1265.8
2023-07-17,3.5,3.59,1266.6
2023-07-18,3.5,3.59,1260.4
2023-07-19,3.5,3.59,1265.6
2023-07-20,3.5,3.59,1269.9
2023-07-21,3.5,3.59,1283.4
2023-07-24,3.5,3.6,1279.9
2023-07-25,3.5,3.6,1275.4
2023-07-26,3.5,3.6,1274.5
2023-07-27,3.5,3.6,1277.7
2023-07-28,3.5,3.6,1277.0
2023-07-31,3.5,3.59,1274.6
2023-08-01,3.5,3.59,1283.8
2023-08-02,3.5,3.59,1298.5
2023-08-03,3.5,3.59,1299.1
2023-08-04,3.5,3.59,1309.8
2023-08-07,3.5,3.59,1306.2
2023-08-08,3.5,3.59,1315.7
2023-08-09,3.5,3.59,1315.7
2023-08-10,3.5,3.59,1316.0
2023-08-11,3.5,3.59,1324.9
2023-08-14,3.5,3.58,1330.9
2023-08-16,3.5,3.58,1336.9
2023-08-17,3.5,3.58,1342.0
2023-08-18,3.5,3.58,1338.3
2023-08-21,3.5,3.63,1342.6
2023-08-22,3.5,3.63,1335.5
2023-08-23,3.5,3.63,1339.7
2023-08-24,3.5,3.63,1322.6
2023-08-25,3.5,3.63,1325.2
2023-08-28,3.5,3.63,1323.4
2023-08-29,3.5,3.63,1321.9
2023-08-30,3.5,3.63,1323.4
2023-08-31,3.5,3.63,1321.8
2023-09-01,3.5,3.63,1318.8
2023-09-04,3.5,3.66,1319.8
2023-09-05,3.5,3.66,1330.6
2023-09-06,3.5,3.66,1330.5
2023-09-07,3.5,3.66,1335.4
2023-09-08,3.5,3.66,1333.4
2023-09-11,3.5,3.65,1331.1
2023-09-12,3.5,3.65,1327.8
2023-09-13,3.5,3.65,1330.0
2023-09-14,3.5,3.65,1325.7
2023-09-15,3.5,3.65,1325.9
2023-09-18,3.5,3.75,1324.4
2023-09-19,3.5,3.75,1328.5
2023-09-20,3.5,3.75,1330.1
2023-09-21,3.5,3.75,1339.7
2023-09-22,3.5,3.75,1336.8
2023-09-25,3.5,3.83,1336.5
2023-09-26,3.5,3.83,1348.5
2023-09-27,3.5,3.83,1349.3
2023-10-04,3.5,3.92,1363.5
2023-10-05,3.5,3.92,1350.5
2023-10-06,3.5,3.92,1349.9
2023-10-10,3.5,3.81,1349.5
2023-10-11,3.5,3.81,1338.7
2023-10-12,3.5,3.81,1338.5
2023-10-13,3.5,3.81,1350.0
2023-10-16,3.5,4.01,1353.7
2023-10-17,3.5,4.01,1353.6
2023-10-18,3.5,4.01,1349.6
2023-10-19,3.5,4.01,1357.4
2023-10-20,3.5,4.01,1352.4
2023-10-23,3.5,4.01,1353.7
2023-10-24,3.5,4.01,1343.1
2023-10-25,3.5,4.01,1349.7
2023-10-26,3.5,4.01,1360.0
2023-10-27,3.5,4.01,1355.9
2023-10-30,3.5,3.94,1350.9
2023-10-31,3.5,3.94,1350.5
2023-11-01,3.5,3.94,1357.3
2023-11-02,3.5,3.94,1342.9
2023-11-03,3.5,3.94,1322.4
2023-11-06,3.5,4.0,1297.3
2023-11-07,3.5,4.0,1307.9
2023-11-08,3.5,4.0,1310.6
2023-11-09,3.5,4.0,1310.1
2023-11-10,3.5,4.0,1316.8
2023-11-13,3.5,3.96,1325.1
2023-11-14,3.5,3.96,1328.9
2023-11-15,3.5,3.96,1300.8
2023-11-16,3.5,3.96,1296.9
2023-11-17,3.5,3.96,1296.9
2023-11-20,3.5,3.95,1291.6
2023-11-21,3.5,3.95,1289.2
2023-11-22,3.5,3.95,1300.5
2023-11-23,3.5,3.95,1297.5
2023-11-24,3.5,3.95,1306.4
2023-11-27,3.5,3.91,1303.8
2023-11-28,3.5,3.91,1293.7
2023-11-29,3.5,3.91,1289.6
2023-11-30,3.5,3.91,1290.0
2023-12-01,3.5,3.91,1305.8
2023-12-04,3.5,3.92,1304.0
2023-12-05,3.5,3.92,1311.2
2023-12-06,3.5,3.92,1313.1
2023-12-07,3.5,3.92,1325.3
2023-12-08,3.5,3.92,1306.8
2023-12-11,3.5,3.87,1316.5
2023-12-12,3.5,3.87,1314.0
2023-12-13,3.5,3.87,1319.9
2023-12-14,3.5,3.87,1295.4
2023-12-15,3.5,3.87,1296.5
2023-12-18,3.5,3.84,1297.2
2023-12-19,3.5,3.84,1307.8
2023-12-20,3.5,3.84,1298.9
2023-12-21,3.5,3.84,1305.1
2023-12-22,3.5,3.84,1303.0
2023-12-26,3.5,3.82,1294.5
2023-12-27,3.5,3.82,1294.2
2023-12-28,3.5,3.82,1288.0
2024-01-02,3.5,3.77,1300.4
2024-01-03,3.5,3.77,1304.8
2024-01-04,3.5,3.77,1310.0
2024-01-05,3.5,3.77,1315.4
2024-01-08,3.5,3.77,1316.0
2024-01-09,3.5,3.77,1315.7
2024-01-10,3.5,3.77,1320.1
2024-01-11,3.5,3.77,1312.9
2024-01-12,3.5,3.77,1313.5
2024-01-15,3.5,3.72,1320.2
2024-01-16,3.5,3.72,1331.8
2024-01-17,3.5,3.72,1344.2
2024-01-18,3.5,3.72,1339.7
2024-01-19,3.5,3.72,1339.0
2024-01-22,3.5,3.67,1338.9
2024-01-23,3.5,3.67,1333.4
2024-01-24,3.5,3.67,1337.0
2024-01-25,3.5,3.67,1335.8
2024-01-26,3.5,3.67,1336.3
2024-01-29,3.5,3.68,1335.7
2024-01-30,3.5,3.68,1329.4
2024-01-31,3.5,3.68,1334.6
2024-02-01,3.5,3.68,1331.8
2024-02-02,3.5,3.68,1322.6
2024-02-05,3.5,3.69,1330.8
2024-02-06,3.5,3.69,1327.6
2024-02-07,3.5,3.69,1327.8
2024-02-08,3.5,3.69,1328.2
2024-02-13,3.5,3.68,1328.1
2024-02-14,3.5,3.68,1335.4
2024-02-15,3.5,3.68,1334.0
2024-02-16,3.5,3.68,1335.4
2024-02-19,3.5,3.63,1335.2
2024-02-20,3.5,3.63,1337.6
2024-02-21,3.5,3.63,1334.7
2024-02-22,3.5,3.63,1328.7
2024-02-23,3.5,3.63,1331.0
2024-02-26,3.5,3.66,1331.1
2024-02-27,3.5,3.66,1331.0
2024-02-28,3.5,3.66,1333.6
2024-02-29,3.5,3.66,1331.5
2024-03-04,3.5,3.66,1331.3
2024-03-05,3.5,3.66,1334.5
2024-03-06,3.5,3.66,1334.5
2024-03-07,3.5,3.66,1330.9
2024-03-08,3.5,3.66,1319.8
2024-03-11,3.5,3.64,1310.3
2024-03-12,3.5,3.64,1311.0
2024-03-13,3.5,3.64,1314.5
2024-03-14,3.5,3.64,1317.6
2024-03-15,3.5,3.64,1330.5
2024-03-18,3.5,3.56,1333.7
2024-03-19,3.5,3.56,1339.8
2024-03-20,3.5,3.56,1339.6
2024-03-21,3.5,3.56,1322.4
2024-03-22,3.5,3.56,1338.4
2024-03-25,3.5,3.6,1342.1
2024-03-26,3.5,3.6,1339.5
2024-03-27,3.5,3.6,1348.7
2024-03-28,3.5,3.6,1346.2
2024-03-29,3.5,3.6,1347.2
2024-04-01,3.5,3.57,1349.4
2024-04-02,3.5,3.57,1352.1
2024-04-03,3.5,3.57,1348.9
2024-04-04,3.5,3.57,1347.1
2024-04-05,3.5,3.57,1352.8
