Date,Open,High,Low,Volume,moving_average_5,moving_average_10,moving_average_30,moving_average_60,moving_average_120,moving_average_240,target
2014-12-24,0.0013708021337786216,0.01023550389402671,0.0020668281556628885,2.1943326108504975,0.002341437609893769,-0.0015130676889398124,-0.002688502169303699,-0.0019894939806588494,-0.00035863252245764616,-0.0006316969959672308,1
2014-12-26,0.013605652055778678,0.007440007264695569,0.012991635718538617,-1.0804361818570143,0.003159126313918292,0.0008943621386632453,-0.0024949890420965988,-0.001928744813033888,-0.0002079618189597384,-0.00045822997625798336,1
2014-12-29,0.008745430781029715,0.006046373811864539,-0.005449604767564703,0.323856229401883,0.003695849802673421,0.0017863281974418203,-0.002367076427360008,-0.0016623492601868042,-0.0001924031944864675,-0.000447898835046909,0
2014-12-30,-0.012129528765270165,-0.012129528765270165,-0.029108084158070657,1.0889326238983956,0.0016382256223594477,0.0004803898112491357,-0.0017453964018360893,-0.001297255406081065,-0.0002288519961721621,-0.0004322808416661022,0
2015-01-02,-0.03448617607116932,-0.03238312587439056,-0.007765658510372162,-1.1950771458684306,-0.003826709603476856,-0.0013731550389695071,-0.002668731470330237,-0.0018515014898607778,-0.00039541321195303575,-0.00055907911634406,0
2015-01-05,-0.010582109330536972,-0.010559760215002217,-0.01859853323137515,1.3530968662484308,-0.006180913847094064,-0.0019255903068400755,-0.0029911524736023075,-0.0019960952602958355,-0.0004944864858707795,-0.0006464951612696149,0
2015-01-06,-0.025863510589919352,-0.020014964063088524,-0.009430610335608363,0.45345819820787225,-0.010944211196532634,-0.0038623401348908837,-0.0037459143429436647,-0.002402762700925303,-0.0005937067263253417,-0.0005914472675394552,0
2015-01-07,-0.002185793219980208,-0.007246408520767198,-0.010993148450961429,1.2588191073939337,-0.01402744280229373,-0.005057338708744512,-0.00344234419097279,-0.0024303732175882473,-0.0007139563122305448,-0.0006446533626336796,0
2015-01-08,-0.0058522478657817255,0.027261372583855817,0.004411771861663365,-2.708949803965371,-0.014943706538592776,-0.006480181545037626,-0.0034087068569708836,-0.0026222645155959475,-0.0007770717304847903,-0.0006344909480658124,1
2015-01-09,0.0437816602753884,0.014752638475038224,0.0437816602753884,-0.36550688367734,-0.002296871523709173,-0.0030805877474435975,-0.002826663685684525,-0.0021027738067477173,-0.00046966487665757613,-0.0005369880391287339,1
2015-01-12,-0.0035174148118784394,-0.010515343999523008,-0.022728251077556175,-0.07023423903611312,0.0024402509776789974,-0.001965326666141641,-0.0021938854267805133,-0.00166783746526767,-0.00040199956164809365,-0.0004896246000518272,0
2015-01-13,-0.019210836265677697,-0.0092036047894324,-0.002877699827615169,-0.6019190775380099,-0.00028677946855564456,-0.005707255231004163,-0.003093317469138588,-0.0019896785154607053,-0.0006842928936017859,-0.0005375397491783667,1
2015-01-14,0.0021528533611010927,0.0,0.005030553188716114,0.7115980852602938,0.0024350080068452273,-0.005882161462407962,-0.002711647952588327,-0.001971594270084355,-0.0007161358245886823,-0.0005060279695049751,1
2015-01-15,0.007854378115144217,0.0,-0.0028715023320230767,-0.37897763677695817,0.005990604137156973,-0.004487986161750232,-0.002257649318681744,-0.0017656151132783473,-0.0006800194852233096,-0.0005221925312595253,0
2015-01-16,-0.012164729616266471,-0.012164729616266471,-0.017404355199493318,-0.039035487949775835,-0.002135384112724157,-0.0022157901921631192,-0.0019160853094875787,-0.002067521314956346,-0.0006333569963429675,-0.0005304237945169629,0
2015-01-19,-0.0014409224395122218,0.014296169144336462,0.013803343025898984,0.27682884614968906,-0.00801263408362229,-0.0027945989310159116,-0.0023829089691807985,-0.0018167522804449613,-0.0008328728569435168,-0.0005253968459066543,1
2015-01-20,0.007183938942130338,-0.002842930130834092,0.007905179507113247,1.602697466370352,0.0010050973636721741,0.00035871866080395274,-0.0019475557383509018,-0.002108909254986009,-0.0007601433629367037,-0.0005070839199781143,1
2015-01-21,0.0064217131136485054,0.0014224753465430005,0.0007155635367936872,-2.494880505140465,0.0015774004848129223,0.0020064499744628685,-0.002160656006978352,-0.0017682487272373984,-0.0008289525243578722,-0.00043826389765618,1
2015-01-22,0.004258345682577246,0.004255325570138491,0.00712761392423214,0.4790213561099598,0.0002865329532498623,0.0031448814426668515,-0.002118718851732837,-0.001570689699597575,-0.0007666054457870367,-0.0004012462603076068,1
2015-01-23,0.01336636150326362,0.021701936768244168,0.014104606181541945,0.47520988390985663,0.0022893127754952023,7.135976026142209e-05,-0.0018429744750592008,-0.0020087274774273542,-0.0008828491374455261,-0.0005104265362470702,1
2015-01-26,0.004184106522574091,0.008275909303859661,-0.0021030501967787877,0.9568830305664977,0.008821912649575334,0.00042805165810191724,-0.0010279414044116924,-0.0017217866108209814,-0.001078343033325592,-0.00034042915678931157,1
2015-01-27,0.011072777491257962,-0.002062565186348368,0.006295928456814831,-1.1745230534393702,0.006213831602337791,0.0036310601996746798,-0.0003974423468683733,-0.0023638951400765363,-0.0012428511337259172,-0.00024741577015981295,0
2015-01-28,-0.012465535376561447,-0.012465535376561447,-0.02471004649408453,0.9341314880384817,0.004915395052295622,0.0032638030959438505,-0.000257252775655964,-0.0023582532911517367,-0.0013604798580168817,-0.0002581225457764155,0
2015-01-29,-0.03114193627027852,-0.01262288850304101,-0.005734782742038279,-1.0512038421213528,-0.0008409250670746656,-0.0002833864701926636,-0.0014043631181813554,-0.0026005181915923544,-0.0016265661922872222,-0.0003966273418734944,1
2015-01-30,0.020633958671863448,0.002114910904626034,0.00430416733351901,2.9672781997498983,0.0002803869358058161,0.0012746071687391534,-0.0007732412077612603,-0.0022344108422794858,-0.0015603969218212497,-0.0003568328196232894,0
2015-02-02,-0.01204407049284546,-0.009908078224696188,0.0007155635367936872,-2.8311925273202787,-0.0042140812468308775,0.002261964631650284,-0.0008207581920995434,-0.002296030461191285,-0.0015893453654723965,-0.00029568184848758944,0
2015-02-03,0.009929159588219421,0.019021355457561742,0.011379923662762581,-0.06409219218572969,-0.005504989553378226,0.00035297024827302316,-0.0010797362737133907,-0.0023580638534076155,-0.0015493924918949867,-0.0003330797516975152,1
2015-02-04,0.013319509917489111,0.006954130945699081,0.011950933099932759,-0.35563428376899564,-0.001558184322630474,0.0016925250866913135,-0.0004933109485869479,-0.0022157463344171283,-0.0015039314958855085,-0.0002958678478538533,1
2015-02-05,-0.009094151518317098,-0.01395696068401854,-0.04575494283250139,4.165576958111421,0.004808381488919676,0.001970998807871195,-0.0004935544243931609,-0.001912895544871806,-0.001474239663260907,-0.00023729062213487362,0
2015-02-06,-0.03795657926768178,-0.02923559376223717,0.0,0.47049481255653147,-0.0062270226688200805,-0.002957956942269085,-0.002000212454009304,-0.0025219543096828305,-0.0016951324982785291,-0.0004240638986480956,1
2015-02-09,0.007272759329079878,0.0,-0.0058694225728058436,-2.1364330212110736,-0.0035554328856753077,-0.0038867933458990684,-0.001815417396118362,-0.0022649029940341402,-0.0016659462100255598,-0.0005523527833452841,0
2015-02-10,-0.011661939747842975,-0.009451179039166271,0.0007355645789539107,-1.332595080902453,-0.006145071141605935,-0.005823052954421551,-0.0026465043802109153,-0.002568514197327494,-0.0018614508640497954,-0.0006167541042111914,1
2015-02-11,0.0036589868850414767,0.011619593332990022,0.006595846558351173,0.4255691364898561,-0.009071989643550585,-0.005284216808870887,-0.0026298035697018135,-0.00249455523401183,-0.0018541944391871467,-0.0005770494766314981,1
2015-02-12,0.008727328120843147,-0.0028922652121467973,-0.007331411137305144,0.06133039727205285,-0.007550493254374214,-0.0012895832135360794,-0.0020184996345309287,-0.0018778915535378085,-0.0018791346479671662,-0.0005078652395222592,0
2015-02-13,-0.012386315005884765,0.00793368748507273,0.00367242425226379,0.4102047414566941,-0.0008748906944761064,-0.0035909260074771516,-0.001498697840971552,-0.0021009623667714978,-0.0019203620699654522,-0.0006151295309031529,1
2015-02-16,0.02032000249095753,0.0021528533611010927,0.01600034134644112,2.8164613449884093,0.0016033820212225166,-0.0010077743438580984,-0.0005000654951866623,-0.0017811915557152012,-0.0018916892600629042,-0.0005726779271431847,0
2015-02-17,-0.0021574981400212367,0.01423511582187191,-0.000721761128409624,-2.0967806392132124,0.003779623630182904,-0.0012250929359858829,-0.00016674408394890615,-0.0020047402001302345,-0.0019060841153873734,-0.0006051469808168412,1
2015-02-23,0.026990274722492737,0.00914533282219163,0.02142939145589921,-0.8819334148408828,0.0070845376917634565,-0.0010100282223637431,0.0009048481425065345,-0.0013232428339938034,-0.0014820186288120633,-0.0005438735989666934,1
2015-02-24,-0.004917466881529998,-0.0021030501967787877,-0.0014144273928105913,-0.847403494934024,0.004886471349982719,-0.001300108525491008,0.0012844300324417939,-0.001115669459222814,-0.0016089062098204108,-0.0005254001605920909,1
2015-02-25,0.004917466881530106,0.006295928456814831,0.0028268570061530693,1.0958971761742766,0.008423206344361391,0.0038232688591597237,0.00028520499302068543,-0.0013031895075901769,-0.0015897780101221358,-0.0005525039835008891,1
2015-02-26,0.002100105777116593,0.0,0.002818888406420201,-1.4133254035744105,0.005670556731498213,0.003665245398295874,4.7526258266505016e-05,-0.0010950606872484002,-0.001652138372801121,-0.0004427598770885097,1
2015-02-27,0.002095704574218959,0.0020898649194592365,0.001406469992751825,2.243375163273999,0.006481634640595415,0.005151700002862521,0.0009737908544401519,-0.0010962611598676875,-0.0018237798663231905,-0.0004510115621315348,0
2015-03-02,-0.008409299731071195,-0.010493275715838768,-0.023463571965114897,0.3915380621154007,0.0019643615128154914,0.004486068690513596,0.0008305352683668836,-0.00096897535527122,-0.001761605643295593,-0.0005076312664825082,0
2015-03-03,-0.018466433841634627,-0.009184098464506006,0.0028735651957317787,-1.160583802857507,-0.0035104999893537437,0.0006392272670519153,-0.00030840401169660096,-0.0012973278039317552,-0.0019889412715845796,-0.00061810014114867,1
2015-03-04,0.008565362858923,-0.0014204547842911123,0.001433692001848616,-1.6607018342204112,-0.002958373644566176,0.0026944638013490026,0.00014235213196361573,-0.000900937855280624,-0.0018778217317615203,-0.0005673759017455108,0
2015-03-05,-0.007848773792071287,-0.004987541511039051,-0.0064678630074862355,1.6996282559541886,-0.004808381488919529,0.0004247787674491072,0.0005692059730574646,-0.0009251831995537136,-0.0019307672567789834,-0.0004761988125829019,0
2015-03-06,-0.002151309542512133,-0.004294924282880841,-0.0130625950263827,0.3952515709911063,-0.00654247817976994,0.0,-0.0002845624870992184,-0.0011254265498960383,-0.0022371066568510666,-0.00054912074768192,0
2015-03-09,-0.0159192942174913,-0.013723581219797564,-0.0036589868850414636,-0.8753753471227514,-0.00816681951574146,-0.003048242533268269,-0.0007829646286456778,-0.001479047106110928,-0.0022531527489871163,-0.0005009318514264987,0
2015-03-10,0.0007291287235162065,-0.0007275373183769789,0.0007328692156526977,0.45128489540056604,-0.0037474820449466114,-0.0036274444982389875,-0.0009736289818177924,-0.0015518278234428024,-0.0022140210072674835,-0.0005119637964809121,1
2015-03-11,-0.01025650016718911,-0.010977058631150907,-0.011049836186584935,-0.09533320032712199,-0.004631648169887408,-0.0037836918244094214,-0.000998359920333939,-0.0014246274536821638,-0.0021136860691583327,-0.000469081094928407,0
2015-03-12,-0.006649451910885532,0.03115065344339177,-0.004454350349380309,2.853632642695758,-0.006987945163102567,-0.0058823699030665245,-0.002047376027636293,-0.0015328564828558625,-0.002268046211148772,-0.0005502375060942291,1
2015-03-13,0.03496350304920587,-0.002142092929054212,0.022075951699199826,-0.2077901508957209,0.0002921413985135488,-0.0031707167876792518,-0.001287707343790526,-0.0008381685917778895,-0.0017336130717769123,-0.00045336421304216636,0
2015-03-16,-0.014419860528306955,-0.005734782742038279,-0.0029154539601240195,-2.7034598016753106,0.0007299803229475594,-0.0037602184735004594,-0.0015044240058811385,-0.0008743324910694048,-0.0018591918429848452,-0.0005075799614896668,1
2015-03-17,0.009396527396082611,0.0213379361736578,0.014493007302566824,0.11606776169444838,0.002914604220080849,-0.00043478261554473594,-0.0003585300307303443,-0.0008869285066668756,-0.001790091404599157,-0.0003943622457366732,1
2015-03-18,0.026270591352098943,0.009106893062464972,0.017825783952600666,0.44817797389433206,0.007394017013934172,0.0013761636184809658,0.0001673300110277076,-0.0003076522607125874,-0.0016367484318830841,-0.0003269523610902505,1
2015-03-19,0.007678920804155527,0.004175371410480592,0.0035273405179684406,-1.1923582601595732,0.010775192249607934,0.0019523488612205415,0.00045404036959862217,-0.00018937152382304023,-0.001594633418433566,-0.0003459833530025179,1
2015-03-20,0.0027777795639023694,0.0013879252748480759,0.008415196925284498,-0.019698068113576443,0.007261368846242342,0.003821339233205978,0.0008597220761657044,-0.00011837541593201647,-0.0014457590790836155,-0.00030283366011245625,1
2015-03-23,0.0027700848738156096,0.0034614087865894746,-0.004900254817840067,-0.47049595714605497,0.009038332959639614,0.004953170458336364,0.0002864098544566961,-0.00010654985655444184,-0.0015714096530422073,-0.00038949236654599475,0
2015-03-24,-0.007636274524988485,-0.008327598437762427,-0.019129169908995304,0.7427030834311267,0.006585885221176064,0.004786236232687238,-4.77292795355123e-05,-0.0002723456675388752,-0.0015626320596318316,-0.00039235052286820833,0
