iter	Logloss
202	0.3414215005
203	0.341153404
204	0.3405460434
205	0.3400274605
206	0.3396760835
207	0.3391933656
208	0.3387200032
209	0.3383810526
210	0.3380576083
211	0.3376436182
212	0.3371405148
213	0.3366862256
214	0.3360782746
215	0.3359042496
216	0.3355197462
217	0.3351667454
218	0.3347212439
219	0.3343893945
220	0.3338996477
221	0.3336608107
222	0.3331533619
223	0.3328108926
224	0.3322799628
225	0.3317248809
226	0.331226088
227	0.3306420257
228	0.330012072
229	0.3295672609
230	0.3292648494
231	0.3287082697
232	0.3283790878
233	0.3278633522
234	0.3274581972
235	0.3270550927
236	0.3266795613
237	0.3263446549
238	0.3257602351
239	0.325165268
240	0.3247167024
241	0.3242183223
242	0.3238252495
243	0.3232450821
244	0.3227501398
245	0.3224084403
246	0.3220133942
247	0.3217543662
248	0.3212859128
249	0.3207212196
250	0.3203022831
251	0.3199820788
252	0.3194594764
253	0.3191604811
254	0.3189402456
255	0.3186990389
256	0.3182268235
257	0.3179361684
258	0.3177321215
259	0.3171655657
260	0.3166173894
261	0.3160536542
262	0.3158681023
263	0.315449931
264	0.3149673703
265	0.3146839723
266	0.3143110526
267	0.3140524101
268	0.3137808614
269	0.3134942062
270	0.3132151266
271	0.3128681789
272	0.3123226391
273	0.3120322241
274	0.3116114119
275	0.3112720994
276	0.3110167408
277	0.3104458366
278	0.3101536117
279	0.3099021767
280	0.3093878333
281	0.3090282752
282	0.3087773948
283	0.3084099795
284	0.3082476828
285	0.3076907021
286	0.3074549527
287	0.3071210475
288	0.3067076608
289	0.3063124757
290	0.305891326
291	0.3055290975
292	0.3051571918
293	0.3048572427
294	0.3046100829
295	0.3043417171
296	0.303926679
297	0.3036381779
298	0.303140934
299	0.3027817867
300	0.302456746
301	0.3022106976
302	0.3016511013
303	0.3013767327
304	0.3011158745
305	0.3006209724
306	0.3003581038
307	0.3001620921
308	0.2998185741
309	0.2995289625
310	0.2992052198
311	0.2989303615
312	0.2987221518
313	0.298218356
314	0.2977556187
315	0.2974687431
316	0.2972693017
317	0.2968338773
318	0.2966840989
319	0.2962515263
320	0.2960386812
321	0.2955822377
322	0.2953446295
323	0.2951231641
324	0.2948927863
325	0.294566152
326	0.2944037772
327	0.2941069236
328	0.2938375786
329	0.2935220913
330	0.2929922631
331	0.2926141041
332	0.2923388852
333	0.2918256584
334	0.2914639264
335	0.2911321562
336	0.2908671628
337	0.2905183198
338	0.2902092871
339	0.2898202078
340	0.2894472751
341	0.2890642812
342	0.28876759
343	0.2885545216
344	0.288273676
345	0.2877893775
346	0.2875861191
347	0.2872505485
348	0.2869944823
349	0.2867200219
350	0.2865005972
351	0.2862703014
352	0.285923113
353	0.2854702112
354	0.2852277947
355	0.2848494069
356	0.2846159769
357	0.2843478461
358	0.2838861427
359	0.2835282794
360	0.2830252094
361	0.2828403198
362	0.282511753
363	0.2821236181
364	0.2818214209
365	0.2815984307
366	0.2812987681
367	0.2810561113
368	0.2808665181
369	0.280673857
370	0.2802091445
371	0.279874229
372	0.2794762598
373	0.2792126267
374	0.2789101521
375	0.2786622419
376	0.2783046638
377	0.2781294878
378	0.2779262106
379	0.2777034364
380	0.2772949681
381	0.2768997376
382	0.2766158195
383	0.2763486358
384	0.276044798
385	0.2759019948
386	0.2756260005
387	0.2752502961
388	0.2749773505
389	0.2746861116
390	0.2744011613
391	0.2740809981
392	0.2738643554
393	0.2735452548
394	0.2733464399
395	0.2730463846
396	0.2727869935
397	0.272329823
398	0.2719144381
399	0.2715376417
400	0.2712687718
401	0.2710422132
402	0.2706088965
403	0.2703831455
404	0.2701682161
405	0.2698639133
406	0.2695582198
407	0.2692729966
408	0.2688311626
409	0.2685389922
410	0.2682224271
411	0.2679375705
412	0.2678044507
413	0.2676278844
414	0.2672507776
415	0.2667769508
416	0.2664646967
417	0.2661979369
418	0.2658821819
419	0.2655315065
420	0.2652985728
421	0.2650364312
422	0.2646778303
423	0.2643676623
424	0.2640672287
425	0.2637655726
426	0.2634714648
427	0.2630717518
428	0.2629479575
429	0.262611355
430	0.2622977148
431	0.2621242054
432	0.2619313895
433	0.2615802548
434	0.2613523311
435	0.2611334125
436	0.2607814756
437	0.2605606924
438	0.2603842698
439	0.2601065889
440	0.259709161
441	0.2595402948
442	0.2592807306
443	0.2589926965
444	0.2587226513
445	0.25835894
446	0.2581443319
447	0.2579403486
448	0.2574994357
449	0.2571736768
450	0.2569416787
451	0.256621658
452	0.2563522587
453	0.2561247523
454	0.2558753808
455	0.2555818683
456	0.2553060451
457	0.2550332869
458	0.2548730331
459	0.2546113853
460	0.2543699835
461	0.2540899549
462	0.2538599341
463	0.2536269727
464	0.2535089771
465	0.2532647854
466	0.2529085303
467	0.2526596237
468	0.2523622607
469	0.252095404
470	0.2517680939
471	0.2514956055
472	0.2512882882
473	0.2510331351
474	0.2507228005
475	0.2504780043
476	0.2503354848
477	0.2498733991
478	0.2496398723
479	0.2492032253
480	0.248858973
481	0.2485506856
482	0.2483714701
483	0.2480385805
484	0.2478039025
485	0.2474329772
486	0.2470985708
487	0.2469231439
488	0.2466207245
489	0.2464062645
490	0.24613452
491	0.2458991419
492	0.2455077414
493	0.2453932259
494	0.2449941084
495	0.2446676687
496	0.244346296
497	0.2442354757
498	0.2440413743
499	0.2438559671
500	0.2436695056
501	0.2434722057
502	0.2431260642
503	0.2429385299
504	0.2427586567
505	0.2424793979
506	0.2421610411
507	0.2419012572
508	0.2416255525
509	0.2414832449
510	0.2410819391
511	0.2408715753
512	0.2406203437
513	0.2403659936
514	0.2401511503
515	0.2398041478
516	0.2394271353
517	0.2390856763
518	0.23892288
519	0.2385758069
520	0.2383505571
521	0.2381928913
522	0.2379236362
523	0.2376957565
524	0.2374452508
525	0.237249589
526	0.2370403722
527	0.2366926383
528	0.2364450924
529	0.2362214535
530	0.2360425276
531	0.2357872258
532	0.2355647599
533	0.2351663968
534	0.2349649682
535	0.2347042628
536	0.2345374641
537	0.2342737129
538	0.2341259627
539	0.23390536
540	0.2335748653
541	0.2333889724
542	0.2331524266
543	0.2328303913
544	0.2325454284
545	0.2322672658
546	0.2321529101
547	0.2318458245
548	0.2316572662
549	0.2313108854
550	0.2310647414
551	0.2307597874
552	0.23038159
553	0.2301646799
554	0.2299067335
555	0.2296529819
556	0.2294008377
557	0.2292483545
558	0.2290403489
559	0.228700579
560	0.2284247344
561	0.228273161
562	0.2280828849
563	0.2278303235
564	0.22756278
565	0.2273942251
566	0.2270930186
567	0.2269049152
568	0.2265788574
569	0.2262725166
570	0.2259767014
571	0.2256615497
572	0.2254820744
573	0.2252742341
574	0.2249306257
575	0.2247362269
576	0.2244287102
577	0.2241960231
578	0.2239501533
579	0.2237639544
580	0.2235583276
581	0.223399253
582	0.2231827239
583	0.2229556573
584	0.2226941165
585	0.2224594176
586	0.2222193724
587	0.2219444048
588	0.2217652922
589	0.2215298716
590	0.2212914435
591	0.2210482498
592	0.220673697
593	0.2202466644
594	0.2200254259
595	0.2197925247
596	0.2196685807
597	0.2193674819
598	0.2190744984
599	0.2189281356
600	0.2186571402
601	0.2183575835
602	0.2181189118
603	0.2178271309
604	0.2176506418
605	0.2173848102
606	0.2170747997
607	0.216794252
608	0.2166298991
609	0.2162537911
610	0.2159626385
611	0.2156750461
612	0.215388536
613	0.2151994417
614	0.2148269692
615	0.2145961782
616	0.214376287
617	0.2141574959
618	0.2139565128
619	0.2136246744
620	0.2134594785
621	0.2131554397
622	0.2128784073
623	0.2126446356
624	0.2124573848
625	0.212293107
626	0.2120463388
627	0.211824536
628	0.2115053758
629	0.2112350049
630	0.2109967272
631	0.2107108967
632	0.2105288177
633	0.2102776465
634	0.2101149984
635	0.2098957724
636	0.2096376316
637	0.2093639753
638	0.2091645228
639	0.2088512749
640	0.2084585474
641	0.208160925
642	0.2079344286
643	0.2077213492
644	0.2074492744
645	0.2071823983
646	0.2068790152
647	0.2066209848
648	0.2064510109
649	0.2061490632
650	0.205900462
651	0.2055390293
652	0.2053717556
653	0.2051438984
654	0.2050361662
655	0.2047582029
656	0.2044016982
657	0.2042361824
658	0.2038448594
659	0.2036100803
660	0.2033302252
661	0.2031078754
662	0.2027854695
663	0.2024928928
664	0.2021211209
665	0.2016987008
666	0.2013956414
667	0.2011401616
668	0.2008826808
669	0.2006742099
670	0.2004620451
671	0.2002175863
672	0.1999657493
673	0.1996729586
674	0.1993539723
675	0.1991744835
676	0.198845209
677	0.1985927543
678	0.1984341479
679	0.1981970413
680	0.1979814662
681	0.1978198585
682	0.1975705051
683	0.1971892456
684	0.1971037998
685	0.1968336104
686	0.1965310907
687	0.1963034691
688	0.1960474397
689	0.1957486655
690	0.1955192162
691	0.1952472443
692	0.1948586507
693	0.1946375527
694	0.1944484746
695	0.1942242264
696	0.1938998137
697	0.1937195034
698	0.1934600043
699	0.1932700378
700	0.1930182137
701	0.192802353
702	0.1926588467
703	0.1923652153
704	0.1921590329
705	0.191793863
706	0.1913597762
707	0.1910254556
708	0.1906975851
709	0.1905075745
710	0.1902699903
711	0.1899369342
712	0.1897364604
713	0.1895370138
714	0.189258673
715	0.1890414258
716	0.1888014517
717	0.1884943505
718	0.1882962492
719	0.1880720916
720	0.1878137539
721	0.1875454634
722	0.1872158157
723	0.1870037541
724	0.1867723671
725	0.1865675764
726	0.1863748841
727	0.1860923068
728	0.1857597903
729	0.185543896
730	0.1852854686
731	0.1849311618
732	0.1846241661
733	0.1844141177
734	0.184285286
735	0.1839581404
736	0.1836940265
737	0.1834473417
738	0.1831843239
739	0.183012369
740	0.1828074186
741	0.1825656365
742	0.1823146075
743	0.1821142845
744	0.1819325096
745	0.1816258861
746	0.18147598
747	0.1812319512
748	0.1809561263
749	0.1805751822
750	0.1802576328
751	0.1799822606
752	0.1797773437
753	0.1795163574
754	0.1793619752
755	0.1790503956
756	0.178825237
757	0.1785435725
758	0.1782597049
759	0.178033774
760	0.1778087404
761	0.1775928017
762	0.177387135
763	0.1772033642
764	0.1770061507
765	0.1766950602
766	0.17656282
767	0.1762731737
768	0.1759889239
769	0.1757228939
770	0.1754942304
771	0.1751875088
772	0.1748706042
773	0.1746075318
774	0.1744056726
775	0.174169772
776	0.1738246028
777	0.1736038122
778	0.1734112058
779	0.1731397161
780	0.1727600335
781	0.1724671223
782	0.1723430573
783	0.1721519792
784	0.1719628737
785	0.1717694892
786	0.1715121151
787	0.1712606129
788	0.1709639358
789	0.1706181787
790	0.1702802109
791	0.1699797542
792	0.1697980744
793	0.1695454012
794	0.169183693
795	0.1689544128
796	0.168815503
797	0.1686444626
798	0.1684496698
799	0.1682000699
800	0.1679222939
801	0.1676389935
802	0.1675293154
803	0.167358589
804	0.1672086952
805	0.1670833527
806	0.1668269277
807	0.1666898536
808	0.1664733779
809	0.1662962547
810	0.1660459116
811	0.1658946983
812	0.1657146608
813	0.1655476215
814	0.1654000423
815	0.1650958166
816	0.1649337015
817	0.1647632352
818	0.1645947276
819	0.1643958152
820	0.1642123143
821	0.163930337
822	0.1636459429
823	0.1633569883
824	0.1632314884
825	0.1628464006
826	0.1624987266
827	0.1621164922
828	0.1619043027
829	0.161759848
830	0.1613881133
831	0.1612555551
832	0.160969736
833	0.1606695746
834	0.1605239392
835	0.1602357628
836	0.1600199064
837	0.1598599895
838	0.1596828154
839	0.159538088
840	0.1593662221
841	0.159096718
842	0.1588392909
843	0.1586292295
844	0.1584242898
845	0.1582432352
846	0.1580296413
847	0.1579110728
848	0.1576792438
849	0.157315469
850	0.1571132909
851	0.1568331886
852	0.1566282209
853	0.1563795408
854	0.1561260962
855	0.1559111105
856	0.1556230697
857	0.1554428301
858	0.1552019245
859	0.1549670551
860	0.1547458976
861	0.1545193625
862	0.154361813
863	0.1541914576
864	0.1539814254
865	0.1536792436
866	0.1535185124
867	0.1532016163
868	0.1529677769
869	0.1526700735
870	0.1523975149
871	0.1521924743
872	0.1519693679
873	0.1518273187
874	0.1516284245
875	0.151479823
876	0.1513244114
877	0.1511233
878	0.1509402599
879	0.1507079633
880	0.1505517782
881	0.1502951647
882	0.1501159463
883	0.1499227693
884	0.1496121483
885	0.149378417
886	0.1491915116
887	0.1489246964
888	0.1487622949
889	0.1486711748
890	0.1485262394
891	0.1483015469
892	0.1481655796
893	0.1480711871
894	0.1478958471
895	0.1475891383
896	0.1474969813
897	0.147235819
898	0.1470362051
899	0.1468297145
900	0.1467371895
901	0.1465781732
902	0.1464273906
903	0.1462128491
904	0.1460116799
905	0.145823452
906	0.1455706932
907	0.1452978788
908	0.1450943835
909	0.144816808
910	0.144604131
911	0.1444188447
912	0.1441449757
913	0.1439343488
914	0.1437960949
915	0.1435689777
916	0.1434211574
917	0.1432150078
918	0.1430849521
919	0.1429136222
920	0.1427175163
921	0.1424599713
922	0.1423321236
923	0.1421659482
924	0.142040085
925	0.1418031205
926	0.1415638404
927	0.1414008691
928	0.141288338
929	0.1410253034
930	0.1407910523
931	0.1407036166
932	0.1404673803
933	0.1402709787
934	0.1400888945
935	0.1399753531
936	0.1399061575
937	0.1396532369
938	0.1394204076
939	0.1392022543
940	0.1389222751
941	0.1387391824
942	0.1385692738
943	0.1383800462
944	0.138226043
945	0.138099855
946	0.1378329741
947	0.1376605692
948	0.137526143
949	0.1373199834
950	0.1371720692
951	0.1369150269
952	0.1367586005
953	0.1365236689
954	0.1363736535
955	0.1361553058
956	0.1360549173
957	0.1358326676
958	0.1356263488
959	0.1355623907
960	0.1353884286
961	0.1352169853
962	0.1349997565
963	0.1348718253
964	0.1346803341
965	0.1345231995
966	0.1343953221
967	0.1341838791
968	0.133943005
969	0.1337856794
970	0.1335908234
971	0.1333130524
972	0.1331680416
973	0.1329862159
974	0.1328397544
975	0.132725726
976	0.1325732384
977	0.13247528
978	0.1323355573
979	0.1322249647
980	0.1319828753
981	0.1317598735
982	0.1316295188
983	0.1314003696
984	0.1312473894
985	0.1309942052
986	0.1308331264
987	0.1305663464
988	0.1302866134
989	0.1301424518
990	0.129979435
991	0.1297821391
992	0.1295752341
993	0.1293411609
994	0.1291248191
995	0.1289372305
996	0.1287131131
997	0.1285406152
998	0.128363287
999	0.1282500202
